Vehicle Name,Vehicle Subtitle,Vehicle Price,Vehicle Tags,Business Finance,Location
BMW 1 Serie,123 xDrive,€ 56.900 v.a. € 584 p/m,2025 10.294 km Automaat Benzine,v.a. € 584 p/m,Van Poelgeest Amsterdam
BMW X1,xDrive25e,€ 57.900 v.a. € 594 p/m,2025 5.000 km Automaat Hybride,v.a. € 594 p/m,Van Poelgeest Noordwijk
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 60.616 v.a. € 536 p/m,2025 4.001 km Automaat Elektrisch,v.a. € 536 p/m,Van Poelgeest Heemstede
BMW X3,30e xDrive,€ 82.321 v.a. € 787 p/m,2025 1 km Automaat Hybride,v.a. € 787 p/m,Van Poelgeest Amersfoort
BMW X5,xDrive45e High Executive M Sportpakket,€ 58.895 v.a. € 732 p/m,2020 126.516 km Automaat Hybride,v.a. € 732 p/m,Van Poelgeest Woerden
BMW Z4,Roadster sDrive30i Business Edition Plus,€ 54.900 v.a. € 564 p/m,2023 27.474 km Automaat Benzine,v.a. € 564 p/m,Van Poelgeest Hilversum
BMW 2 Serie Gran Coupé,220,€ 54.069 v.a. € 555 p/m,2025 4.999 km Automaat Benzine,v.a. € 555 p/m,Van Poelgeest Amsterdam
BMW i4,eDrive35,€ 57.900 v.a. € 512 p/m,2025 9.191 km Automaat Elektrisch,v.a. € 512 p/m,Van Poelgeest Amsterdam
BMW 1 Serie,118i Executive Business Edition Model Sport Line,,2022 23.000 km Automaat Benzine,,Van Poelgeest Gouda
BMW 5 Serie Touring,530e M Sport Edition,€ 88.668 v.a. € 847 p/m,2025 1 km Automaat Hybride,v.a. € 847 p/m,Van Poelgeest Amstelveen
BMW i5 Touring,eDrive40 M Sport Edition,€ 96.856 v.a. € 855 p/m,2025 1 km Automaat Elektrisch,v.a. € 855 p/m,Van Poelgeest Naarden
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Alphen aan den Rijn
BMW M2,CS DCT,€ 92.900 v.a. € 1154 p/m,2020 15.705 km Automaat Benzine,v.a. € 1154 p/m,Van Poelgeest Noordwijk
MINI Countryman Electric,E Classic Pakket M,€ 37.895 v.a. € 389 p/m,2024 31.274 km Automaat Elektrisch,v.a. € 389 p/m,Van Poelgeest Alphen aan den Rijn
BMW 2 Serie Gran Coupé,220,€ 52.974 v.a. € 544 p/m,2025 1 km Automaat Benzine,v.a. € 544 p/m,Van Poelgeest Amstelveen
BMW 5 Serie Touring,530i High Executive M-Sport,€ 59.900 v.a. € 615 p/m,2023 62.268 km Automaat Benzine,v.a. € 615 p/m,Van Poelgeest Amstelveen
BMW 3 Serie Sedan,320e,€ 51.900 v.a. € 533 p/m,2025 4.999 km Automaat Hybride,v.a. € 533 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Coupé,218i,€ 49.900 v.a. € 512 p/m,2025 9.961 km Automaat Benzine,v.a. € 512 p/m,Van Poelgeest Naarden - PS Center
BMW 3 Serie Touring,330e xDrive,€ 68.900 v.a. € 707 p/m,2024 4.009 km Automaat Hybride,v.a. € 707 p/m,Van Poelgeest Amsterdam
BMW X5,M50d High Executive l M-Sport l Elek. Trekhaak,€ 60.899 v.a. € 757 p/m,2019 98.186 km Automaat Diesel,v.a. € 757 p/m,Van Poelgeest Amsterdam
MINI Cooper 3-deurs Electric,Cooper E John Cooper Works M,€ 35.900 v.a. € 369 p/m,2024 4.001 km Automaat Elektrisch,v.a. € 369 p/m,Van Poelgeest Heemstede
BMW 2 Serie Gran Coupé,220,€ 58.368 v.a. € 599 p/m,2025 4.999 km Automaat Benzine,v.a. € 599 p/m,Van Poelgeest Amsterdam
BMW 3 Serie Sedan,330e,€ 69.096 v.a. € 660 p/m,2025 1 km Automaat Hybride,v.a. € 660 p/m,Van Poelgeest Hilversum
BMW X5,xDrive45e High Executive,€ 59.900 v.a. € 744 p/m,2020 84.552 km Automaat Hybride,v.a. € 744 p/m,Van Poelgeest Hilversum
MINI Countryman Electric,SE ALL4 John Cooper Works Pakket L,€ 55.240 v.a. € 567 p/m,2025 7.500 km Automaat Elektrisch,v.a. € 567 p/m,Van Poelgeest Gouda
BMW i4,M50,€ 59.899 v.a. € 529 p/m,2024 15.905 km Automaat Elektrisch,v.a. € 529 p/m,Van Poelgeest Amsterdam
BMW i5 Touring,xDrive40,€ 102.831 v.a. € 908 p/m,2025 1 km Automaat Elektrisch,v.a. € 908 p/m,Van Poelgeest Amstelveen
BMW iX,xDrive60,€ 122.290 v.a. € 1080 p/m,2025 1 km Automaat Elektrisch,v.a. € 1080 p/m,Van Poelgeest Naarden
BMW 3 Serie Touring,318i,€ 39.900 v.a. € 496 p/m,2022 59.705 km Automaat Benzine,v.a. € 496 p/m,Van Poelgeest Amersfoort
BMW 2 Serie Gran Coupé,220,€ 63.129 v.a. € 648 p/m,2025 4.999 km Automaat Benzine,v.a. € 648 p/m,Van Poelgeest Amsterdam
BMW iX1,xDrive30 M-Sport,€ 42.900 v.a. € 459 p/m,2023 63.423 km Automaat Elektrisch,v.a. € 459 p/m,Van Poelgeest Hilversum
BMW 4 Serie Coupé,420i,€ 80.985 v.a. € 831 p/m,2025 1 km Automaat Benzine,v.a. € 831 p/m,Van Poelgeest Heemstede
BMW i4,eDrive35 High Executive M Sportpakket Pro,€ 45.895 v.a. € 491 p/m,2023 16.967 km Automaat Elektrisch,v.a. € 491 p/m,Van Poelgeest Alphen aan den Rijn
BMW iX1,eDrive20,€ 64.242 v.a. € 568 p/m,2025 4.999 km Automaat Elektrisch,v.a. € 568 p/m,Van Poelgeest Amsterdam
BMW X3,xDrive20i High Executive,€ 39.900 v.a. € 496 p/m,2018 47.994 km Automaat Benzine,v.a. € 496 p/m,Van Poelgeest Heemstede
MINI Aceman,E Favoured Trim Pakket M,€ 36.950 v.a. € 379 p/m,2024 13.000 km Automaat Elektrisch,v.a. € 379 p/m,Van Poelgeest Woerden
BMW 7 Serie,750e xDrive,€ 155.124 v.a. € 1593 p/m,2025 4.999 km Automaat Hybride,v.a. € 1593 p/m,Van Poelgeest Amsterdam
MINI Cooper 3-deurs Electric,Classic Uitvoering,€ 20.895 v.a. € 215 p/m,2023 49.036 km Automaat Elektrisch,v.a. € 215 p/m,Van Poelgeest Woerden
BMW X5,xDrive50e Innovation Pack M Sportpakket Pro,€ 114.895 v.a. € 1179 p/m,2025 4.722 km Automaat Hybride,v.a. € 1179 p/m,Van Poelgeest Woerden
BMW 1 Serie,120 Premium Pack M Sportpakket Pro Individual,€ 56.897 v.a. € 584 p/m,2025 12.000 km Automaat Benzine,v.a. € 584 p/m,Van Poelgeest Woerden
BMW X1,xDrive25e,€ 27.900 v.a. € 287 p/m,2021 106.920 km Automaat Hybride,v.a. € 287 p/m,Van Poelgeest Naarden - PS Center
BMW X2,xDrive25e High Executive,€ 33.900 v.a. € 421 p/m,2020 36.905 km Automaat Hybride,v.a. € 421 p/m,Van Poelgeest Amersfoort
BMW iX,xDrive40,€ 105.040 v.a. € 928 p/m,2025 1 km Automaat Elektrisch,v.a. € 928 p/m,Van Poelgeest Hilversum
MINI Countryman Electric,E John Cooper Works,€ 43.950 v.a. € 451 p/m,2024 32.100 km Automaat Elektrisch,v.a. € 451 p/m,Van Poelgeest Woerden
MINI Cooper 5-deurs,Cooper Classic,€ 24.900 v.a. € 309 p/m,2022 47.305 km Handgeschakeld Benzine,v.a. € 309 p/m,Van Poelgeest Amsterdam
BMW X1,xDrive25e,€ 64.524 v.a. € 663 p/m,2025 4.999 km Automaat Hybride,v.a. € 663 p/m,Van Poelgeest Amsterdam
BMW i4,eDrive35 M Sport Edition,€ 70.047 v.a. € 619 p/m,2025 1 km Automaat Elektrisch,v.a. € 619 p/m,Van Poelgeest Amersfoort
BMW 4 Serie Gran Coupé,420i,€ 81.039 v.a. € 832 p/m,2025 1 km Automaat Benzine,v.a. € 832 p/m,Van Poelgeest Noordwijk
MINI Cooper 3-deurs,2.0 JCW,€ 53.490 v.a. € 473 p/m,2025 1 km Automaat Benzine,v.a. € 473 p/m,Van Poelgeest Naarden
BMW 1 Serie,120,€ 57.728 v.a. € 593 p/m,2025 4.999 km Automaat Benzine,v.a. € 593 p/m,Van Poelgeest Amsterdam
BMW X1,xDrive30e,€ 77.310 v.a. € 793 p/m,2025 4.999 km Automaat Hybride,v.a. € 793 p/m,Van Poelgeest Amsterdam
BMW iX3,High Executive 80 kWh,€ 57.900 v.a. € 512 p/m,2024 8.583 km Automaat Elektrisch,v.a. € 512 p/m,Van Poelgeest Noordwijk
BMW i3,120Ah 42 kWh,€ 25.900 v.a. € 229 p/m,2022 15.958 km Automaat Elektrisch,v.a. € 229 p/m,Van Poelgeest Amsterdam
BMW 3 Serie Touring,330e,€ 59.900 v.a. € 615 p/m,2024 4.000 km Automaat Hybride,v.a. € 615 p/m,Van Poelgeest Hilversum
BMW X5,xDrive50e,€ 124.900 v.a. € 1283 p/m,2025 9.999 km Automaat Hybride,v.a. € 1283 p/m,Van Poelgeest Amersfoort
BMW X5 M,Competition,€ 117.895 v.a. € 1211 p/m,2022 65.639 km Automaat Benzine,v.a. € 1211 p/m,Van Poelgeest Gouda
BMW X1,xDrive30e,€ 66.900 v.a. € 687 p/m,2025 14.135 km Automaat Hybride,v.a. € 687 p/m,Van Poelgeest Heemstede
BMW 5 Serie Touring,520i,€ 93.608 v.a. € 961 p/m,2025 4.074 km Automaat Benzine,v.a. € 961 p/m,Van Poelgeest Amstelveen
BMW iX,xDrive60,€ 122.290 v.a. € 1080 p/m,2025 1 km Automaat Elektrisch,v.a. € 1080 p/m,Van Poelgeest Naarden
MINI Cooper 3-deurs,C,€ 40.795 v.a. € 419 p/m,2025 4.999 km Automaat Benzine,v.a. € 419 p/m,Van Poelgeest Amsterdam
BMW i4,eDrive40 M Sport Edition,€ 75.099 v.a. € 664 p/m,2025 1 km Automaat Elektrisch,v.a. € 664 p/m,Van Poelgeest Woerden
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Noordwijk
BMW iX,xDrive45,€ 109.032 v.a. € 963 p/m,2025 1 km Automaat Elektrisch,v.a. € 963 p/m,Van Poelgeest Alphen aan den Rijn
BMW 3 Serie Touring,330e,€ 53.900 v.a. € 554 p/m,2024 31.354 km Automaat Hybride,v.a. € 554 p/m,Van Poelgeest Amersfoort
MINI Cooper Cabrio,C,€ 55.058 v.a. € 565 p/m,2025 4.999 km Automaat Benzine,v.a. € 565 p/m,Van Poelgeest Amsterdam
BMW 5 Serie Sedan,530e M Sport Edition,€ 87.078 v.a. € 831 p/m,2025 1 km Automaat Hybride,v.a. € 831 p/m,Van Poelgeest Noordwijk
BMW 4 Serie Gran Coupé,420i High Executive Edition,€ 29.900 v.a. € 371 p/m,2020 95.042 km Automaat Benzine,v.a. € 371 p/m,Van Poelgeest Amstelveen
BMW iX,xDrive45 101 kWh,€ 102.511 v.a. € 906 p/m,2025 3.010 km Automaat Elektrisch,v.a. € 906 p/m,Van Poelgeest Amstelveen
MINI Cooper 3-deurs Electric,Yours Uitvoering,€ 21.795 v.a. € 224 p/m,2021 14.912 km Automaat Elektrisch,v.a. € 224 p/m,Van Poelgeest Woerden
BMW iX1,xDrive30 M-Sport,€ 42.900 v.a. € 379 p/m,2023 15.415 km Automaat Elektrisch,v.a. € 379 p/m,Van Poelgeest Hilversum
BMW iX1,eDrive20 M Sportpakket Pro,€ 46.895 v.a. € 414 p/m,2024 11.000 km Automaat Elektrisch,v.a. € 414 p/m,Van Poelgeest Woerden
BMW 5 Serie Sedan,530e M Sport Edition,€ 85.825 v.a. € 820 p/m,2025 1 km Automaat Hybride,v.a. € 820 p/m,Van Poelgeest Heemstede
BMW X1,xDrive23i M Sport Pro,€ 77.916 v.a. € 800 p/m,2025 1 km Automaat Benzine,v.a. € 800 p/m,Van Poelgeest Alphen aan den Rijn
BMW iX,xDrive60,€ 121.757 v.a. € 1075 p/m,2025 1 km Automaat Elektrisch,v.a. € 1075 p/m,Van Poelgeest Amstelveen
BMW i4,eDrive35 M Sport Edition,€ 70.368 v.a. € 621 p/m,2025 1 km Automaat Elektrisch,v.a. € 621 p/m,Van Poelgeest Woerden
BMW 2 Serie Active Tourer,220i,€ 48.900 v.a. € 502 p/m,2024 4.932 km Automaat Benzine,v.a. € 502 p/m,Van Poelgeest Heemstede
BMW X1,xDrive30e,€ 61.889 v.a. € 636 p/m,2025 9.743 km Automaat Hybride,v.a. € 636 p/m,Van Poelgeest Amstelveen
BMW 4 Serie Coupé,420i,€ 79.947 v.a. € 821 p/m,2025 2.700 km Automaat Benzine,v.a. € 821 p/m,Van Poelgeest Amstelveen
MINI Cooper 3-deurs Electric,Classic 33 kWh,€ 21.900 v.a. € 225 p/m,2022 78.577 km Automaat Elektrisch,v.a. € 225 p/m,Van Poelgeest Amersfoort
BMW i3,120Ah 42 kWh,€ 25.900 v.a. € 229 p/m,2022 11.903 km Automaat Elektrisch,v.a. € 229 p/m,Van Poelgeest Amstelveen
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Gouda
BMW X4,xDrive20i,€ 69.900 v.a. € 717 p/m,2024 4.688 km Automaat Benzine,v.a. € 717 p/m,Van Poelgeest Amsterdam
BMW X1,xDrive25e,€ 68.743 v.a. € 657 p/m,2025 1 km Automaat Hybride,v.a. € 657 p/m,Van Poelgeest Alphen aan den Rijn
BMW 3 Serie Touring,330e,€ 59.900 v.a. € 615 p/m,2024 13.753 km Automaat Hybride,v.a. € 615 p/m,Van Poelgeest Amersfoort
BMW 4 Serie Cabrio,M4 xDrive Competition,€ 139.900 v.a. € 1436 p/m,2024 13.217 km Automaat Benzine,v.a. € 1436 p/m,Van Poelgeest Noordwijk
BMW 5 Serie Touring,520d xDrive,€ 74.900 v.a. € 769 p/m,2024 9.875 km Automaat Diesel,v.a. € 769 p/m,Van Poelgeest Naarden - PS Center
BMW X4,xDrive20i High Executive Edition l M-Sport,€ 39.900 v.a. € 496 p/m,2019 100.737 km Automaat Benzine,v.a. € 496 p/m,Van Poelgeest Amsterdam
BMW i4,eDrive40 M Sport Edition,€ 72.412 v.a. € 640 p/m,2025 1 km Automaat Elektrisch,v.a. € 640 p/m,Van Poelgeest Amstelveen
BMW X3,xDrive30e Business Edition Plus M Sportpakket,€ 58.895 v.a. € 732 p/m,2023 25.500 km Automaat Hybride,v.a. € 732 p/m,Van Poelgeest Alphen aan den Rijn
MINI Countryman,1.5 C John Cooper Works,€ 60.587 v.a. € 622 p/m,2025 12.700 km Automaat Benzine,v.a. € 622 p/m,Van Poelgeest Amstelveen
BMW i4,eDrive35 70 kWh,€ 51.900 v.a. € 459 p/m,2024 15.622 km Automaat Elektrisch,v.a. € 459 p/m,Van Poelgeest Amstelveen
BMW X4,xDrive20i,€ 53.900 v.a. € 554 p/m,2022 84.478 km Automaat Benzine,v.a. € 554 p/m,Van Poelgeest Amersfoort
BMW i4,xDrive40 84 kWh,€ 64.900 v.a. € 574 p/m,2024 4.058 km Automaat Elektrisch,v.a. € 574 p/m,Van Poelgeest Amstelveen
BMW iX,xDrive45,€ 109.032 v.a. € 963 p/m,2025 1 km Automaat Elektrisch,v.a. € 963 p/m,Van Poelgeest Gouda
BMW i4,eDrive35,€ 74.464 v.a. € 658 p/m,2025 4.999 km Automaat Elektrisch,v.a. € 658 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Active Tourer,218i,€ 57.565 v.a. € 591 p/m,2025 1 km Automaat Benzine,v.a. € 591 p/m,Van Poelgeest Amstelveen
MINI Cooper 3-deurs Electric,SE Favoured XL,€ 51.357 v.a. € 527 p/m,2025 1.850 km Automaat Elektrisch,v.a. € 527 p/m,Van Poelgeest Amstelveen
BMW X5,xDrive45e,€ 46.900 v.a. € 482 p/m,2020 164.585 km Automaat Hybride,v.a. € 482 p/m,Van Poelgeest Amersfoort
BMW i3,Basis 120Ah 42 kWh,€ 28.900 v.a. € 255 p/m,2022 16.391 km Automaat Elektrisch,v.a. € 255 p/m,Van Poelgeest Amstelveen
BMW i3,120Ah,€ 16.895 v.a. € 181 p/m,2019 73.314 km Automaat Elektrisch,v.a. € 181 p/m,Van Poelgeest Alphen aan den Rijn
BMW i5 Sedan,eDrive40 M Sport Edition,€ 96.217 v.a. € 850 p/m,2025 1 km Automaat Elektrisch,v.a. € 850 p/m,Van Poelgeest Amersfoort
BMW i5 Touring,M60 xDrive,€ 123.002 v.a. € 1087 p/m,2025 1 km Automaat Elektrisch,v.a. € 1087 p/m,Van Poelgeest Naarden
BMW XM,,€ 128.995 v.a. € 1324 p/m,2024 9.469 km Automaat Hybride,v.a. € 1324 p/m,Van Poelgeest Alphen aan den Rijn
BMW 2 Serie Gran Coupé,M235 xDrive,€ 96.125 v.a. € 987 p/m,2025 1 km Automaat Benzine,v.a. € 987 p/m,Van Poelgeest Noordwijk
BMW 5 Serie Touring,530e,€ 64.900 v.a. € 666 p/m,2024 4.001 km Automaat Hybride,v.a. € 666 p/m,Van Poelgeest Heemstede
BMW iX,xDrive45,€ 105.027 v.a. € 928 p/m,2025 4.999 km Automaat Elektrisch,v.a. € 928 p/m,Van Poelgeest Amsterdam
BMW 5 Serie Touring,530e,€ 81.900 v.a. € 840 p/m,2025 19.999 km Automaat Hybride,v.a. € 840 p/m,Van Poelgeest Amersfoort
Mini Cooper 3-deurs Electric,Cooper E Favoured M 40.7 kWh,€ 32.500 v.a. € 340 p/m,2025 2.899 km Automaat Elektrisch,v.a. € 340 p/m,Van Poelgeest Amstelveen
BMW i3,120Ah,€ 25.995 v.a. € 230 p/m,2022 17.931 km Automaat Elektrisch,v.a. € 230 p/m,Van Poelgeest Alphen aan den Rijn
Mini Countryman,1.5 C John Cooper Works XL,€ 55.100 v.a. € 575 p/m,2025 20 km Automaat Benzine,v.a. € 575 p/m,Van Poelgeest Amstelveen
BMW 3 Serie Touring,320e M Sportpakket,€ 48.995 v.a. € 503 p/m,2024 19.500 km Automaat Hybride,v.a. € 503 p/m,Van Poelgeest Gouda
BMW X3,xDrive20i High Executive Edition,€ 44.900 v.a. € 558 p/m,2020 56.282 km Automaat Benzine,v.a. € 558 p/m,Van Poelgeest Naarden - PS Center
BMW 5 Serie Sedan,550e xDrive,€ 86.900 v.a. € 893 p/m,2025 7.992 km Automaat Hybride,v.a. € 893 p/m,Van Poelgeest Naarden - PS Center
BMW i5 Touring,M60 xDrive,€ 120.679 v.a. € 1066 p/m,2025 1 km Automaat Elektrisch,v.a. € 1066 p/m,Van Poelgeest Amstelveen
Mini Cooper 3-deurs,Cooper,€ 18.900 v.a. € 198 p/m,2020 19.896 km Handgeschakeld Benzine,v.a. € 198 p/m,Van Poelgeest Amstelveen
MINI Cooper 5-deurs,C,€ 48.182 v.a. € 426 p/m,2025 15 km Automaat Benzine,v.a. € 426 p/m,Van Poelgeest Amsterdam
MINI Cooper 3-deurs,C Favoured S,€ 39.450 v.a. € 405 p/m,2025 4.856 km Automaat Benzine,v.a. € 405 p/m,Van Poelgeest Naarden - PS Center
BMW X5,xDrive50e,€ 112.900 v.a. € 1160 p/m,2025 12.348 km Automaat Hybride,v.a. € 1160 p/m,Van Poelgeest Amstelveen
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Amstelveen
BMW 5 Serie Touring,530e M Sportpakket Pro,€ 93.872 v.a. € 897 p/m,2025 5 km Automaat Hybride,v.a. € 897 p/m,Van Poelgeest Hilversum
BMW X4,xDrive20i Innovationspakket Model Essential,€ 43.895 v.a. € 450 p/m,2021 75.712 km Automaat Benzine,v.a. € 450 p/m,Van Poelgeest Alphen aan den Rijn
MINI Cooper 3-deurs Electric,E Favoured Trim Pakket L,€ 37.495 v.a. € 385 p/m,2025 13.500 km Automaat Elektrisch,v.a. € 385 p/m,Van Poelgeest Alphen aan den Rijn
BMW i4,eDrive35 M Sport Edition,€ 72.447 v.a. € 640 p/m,2025 1 km Automaat Elektrisch,v.a. € 640 p/m,Van Poelgeest Amstelveen
BMW X1,xDrive25e,€ 34.900 v.a. € 359 p/m,2022 38.703 km Automaat Hybride,v.a. € 359 p/m,Van Poelgeest Amersfoort
MINI Cooper 3-deurs,C,€ 44.145 v.a. € 453 p/m,2025 4.999 km Automaat Benzine,v.a. € 453 p/m,Van Poelgeest Amsterdam
BMW 1 Serie,120,€ 43.900 v.a. € 450 p/m,2024 6.132 km Automaat Benzine,v.a. € 450 p/m,Van Poelgeest Amsterdam
BMW 1 Serie,120,€ 52.970 v.a. € 544 p/m,2025 4.999 km Automaat Benzine,v.a. € 544 p/m,Van Poelgeest Amsterdam
BMW iX3,High Executive,€ 35.900 v.a. € 384 p/m,2021 78.449 km Automaat Elektrisch,v.a. € 384 p/m,Van Poelgeest Hilversum
BMW 3 Serie Touring,330e xDrive,€ 63.900 v.a. € 656 p/m,2024 14.053 km Automaat Hybride,v.a. € 656 p/m,Van Poelgeest Noordwijk
BMW 1 Serie,120,€ 44.900 v.a. € 461 p/m,2025 8.500 km Automaat Benzine,v.a. € 461 p/m,Van Poelgeest Hilversum
MINI Countryman Electric,E,€ 47.615 v.a. € 489 p/m,2025 4.999 km Automaat Elektrisch,v.a. € 489 p/m,Van Poelgeest Amsterdam
BMW i4,eDrive35 M Sportpakket Pro,€ 54.995 v.a. € 486 p/m,2025 13.000 km Automaat Elektrisch,v.a. € 486 p/m,Van Poelgeest Woerden
BMW 5 Serie Sedan,530e M Sport Edition,€ 85.825 v.a. € 820 p/m,2025 1 km Automaat Hybride,v.a. € 820 p/m,Van Poelgeest Amstelveen
BMW X5,xDrive50e Innovation Pack M Sportpakket Pro,€ 108.895 v.a. € 1118 p/m,2025 14.192 km Automaat Hybride,v.a. € 1118 p/m,Van Poelgeest Gouda
MINI Cooper 3-deurs Electric,E,€ 48.761 v.a. € 501 p/m,2025 4.999 km Automaat Elektrisch,v.a. € 501 p/m,Van Poelgeest Amsterdam
BMW i5 Touring,eDrive40 M Sport Edition,€ 81.887 v.a. € 723 p/m,2025 1 km Automaat Elektrisch,v.a. € 723 p/m,Van Poelgeest Amersfoort
BMW X1,xDrive30e,€ 65.900 v.a. € 677 p/m,2024 17.116 km Automaat Hybride,v.a. € 677 p/m,Van Poelgeest Amersfoort
BMW 3 Serie Touring,330e xDrive Innovation Pack M Sportpakket Pro,€ 60.995 v.a. € 626 p/m,2025 24.313 km Automaat Hybride,v.a. € 626 p/m,Van Poelgeest Gouda
BMW iX,xDrive40 Business Edition Plus 77 kWh,€ 58.900 v.a. € 521 p/m,2023 23.809 km Automaat Elektrisch,v.a. € 521 p/m,Van Poelgeest Amstelveen
BMW X1,xDrive25e eDrive Edition,€ 28.900 v.a. € 297 p/m,2020 123.746 km Automaat Hybride,v.a. € 297 p/m,Van Poelgeest Naarden - PS Center
BMW 5 Serie Touring,530e,€ 69.900 v.a. € 717 p/m,2024 18.722 km Automaat Hybride,v.a. € 717 p/m,Van Poelgeest Amersfoort
BMW X5,xDrive50e,€ 108.958 v.a. € 1040 p/m,2025 1 km Automaat Hybride,v.a. € 1040 p/m,Van Poelgeest Alphen aan den Rijn
BMW X5,xDrive45e High Executive,€ 59.900 v.a. € 615 p/m,2021 105.285 km Automaat Hybride,v.a. € 615 p/m,Van Poelgeest Naarden - PS Center
BMW i3,Business Edition 120Ah 42 kWh,€ 21.900 v.a. € 234 p/m,2021 74.569 km Automaat Elektrisch,v.a. € 234 p/m,Van Poelgeest Naarden - PS Center
BMW 3 Serie Touring,318i,€ 53.900 v.a. € 554 p/m,2025 13.000 km Automaat Benzine,v.a. € 554 p/m,Van Poelgeest Noordwijk
BMW i7,eDrive50 Privilege Edition,€ 148.842 v.a. € 1315 p/m,2025 1 km Automaat Elektrisch,v.a. € 1315 p/m,Van Poelgeest Amsterdam
BMW i4,eDrive35 M Sport Edition 70 kWh,€ 51.500 v.a. € 455 p/m,2024 19.304 km Automaat Elektrisch,v.a. € 455 p/m,Van Poelgeest Amstelveen
BMW M3 Touring,Competition xDrive LCI,€ 125.895 v.a. € 1293 p/m,2024 24.848 km Automaat Benzine,v.a. € 1293 p/m,Van Poelgeest Gouda
BMW iX,xDrive40 High Executive 77 kWh,€ 52.900 v.a. € 565 p/m,2022 36.020 km Automaat Elektrisch,v.a. € 565 p/m,Van Poelgeest Noordwijk
MINI Cooper 5-deurs,C,€ 49.655 v.a. € 510 p/m,2025 6.999 km Automaat Benzine,v.a. € 510 p/m,Van Poelgeest Amsterdam
BMW 5 Serie Touring,530e M Sport Pro,€ 63.900 v.a. € 794 p/m,2024 35.311 km Automaat Hybride,v.a. € 794 p/m,Van Poelgeest Hilversum
Porsche Panamera Sport Turismo,4.0 Turbo S E-Hybrid,€ 109.900 v.a. € 1389 p/m,2019 70.875 km Automaat Hybride,v.a. € 1389 p/m,VP Cars Naarden
BMW X5,xDrive45e High Executive,€ 59.900 v.a. € 615 p/m,2020 83.905 km Automaat Hybride,v.a. € 615 p/m,Van Poelgeest Naarden - PS Center
BMW 2 Serie Active Tourer,225e xDrive,€ 41.900 v.a. € 431 p/m,2024 34.981 km Automaat Hybride,v.a. € 431 p/m,Van Poelgeest Amersfoort
BMW 4 Serie Cabrio,M440i xDrive,€ 129.734 v.a. € 1332 p/m,2025 1 km Automaat Benzine,v.a. € 1332 p/m,Van Poelgeest Woerden
MINI Countryman,Cooper Business Edition,€ 30.900 v.a. € 384 p/m,2022 89.790 km Automaat Benzine,v.a. € 384 p/m,Van Poelgeest Amsterdam
MINI Aceman,E Essential XS,€ 37.690 v.a. € 333 p/m,2025 1 km Automaat Elektrisch,v.a. € 333 p/m,Van Poelgeest Amstelveen
BMW X3,xDrive20i High Executive M-Sport,€ 36.500 v.a. € 453 p/m,2018 123.989 km Automaat Benzine,v.a. € 453 p/m,Van Poelgeest Amstelveen
BMW 1 Serie,M135 xDrive,€ 92.349 v.a. € 948 p/m,2025 1 km Automaat Benzine,v.a. € 948 p/m,Van Poelgeest Noordwijk
MINI Countryman,SE All4,€ 28.900 v.a. € 297 p/m,2019 93.679 km Automaat Hybride,v.a. € 297 p/m,Van Poelgeest Amsterdam
BMW M3 Touring,xDrive Competition,€ 119.900 v.a. € 1231 p/m,2024 50.200 km Automaat Benzine,v.a. € 1231 p/m,Van Poelgeest Heemstede
BMW 3 Serie Sedan,320e Business Edition Plus High Executive,€ 34.995 v.a. € 435 p/m,2021 73.747 km Automaat Hybride,v.a. € 435 p/m,Van Poelgeest Gouda
MINI Countryman,C Classic,€ 56.590 v.a. € 500 p/m,2025 5 km Automaat Benzine,v.a. € 500 p/m,Van Poelgeest Gouda
BMW 1 Serie,118i High Executive Edition,€ 23.900 v.a. € 245 p/m,2020 82.411 km Automaat Benzine,v.a. € 245 p/m,Van Poelgeest Amstelveen
MINI Cooper 3-deurs Electric,Cooper E John Cooper Works Pakket M,€ 32.900 v.a. € 338 p/m,2024 10.685 km Automaat Elektrisch,v.a. € 338 p/m,Van Poelgeest Amsterdam
Audi e-tron,55 quattro S edition 95 kWh,€ 41.900 v.a. € 530 p/m,2022 53.507 km Automaat Elektrisch,v.a. € 530 p/m,VP Cars Naarden
BMW i4,eDrive40 M Sport Edition,€ 72.412 v.a. € 640 p/m,2025 1 km Automaat Elektrisch,v.a. € 640 p/m,Van Poelgeest Woerden
MINI Cooper 3-deurs,C John Cooper Works XL,€ 51.610 v.a. € 456 p/m,2025 1 km Automaat Benzine,v.a. € 456 p/m,Van Poelgeest Amstelveen
